Subject 	 1 	 InitialTime 	 556.343690 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.487781 	 TrialNumber 	 1 	 TrialTime 	 4.500257 	 ImageNumber 	 6 	 Dot 	 No 	 StimulusOn 	 5.318154 	 StimulusOff 	 5.821450 	 
Subject 	 1 	 InitialTime 	 556.343690 	 BlockNumber 	 3.000000 	 BlockCondition 	 Colour 	 BlockTime 	 45.699114 	 TrialNumber 	 29 	 TrialTime 	 65.765404 	 ImageNumber 	 5 	 Dot 	 No 	 StimulusOn 	 65.852394 	 StimulusOff 	 66.357771 	 
Subject 	 1 	 InitialTime 	 556.343690 	 BlockNumber 	 3.000000 	 BlockCondition 	 Colour 	 BlockTime 	 45.699114 	 TrialNumber 	 30 	 TrialTime 	 66.358615 	 ImageNumber 	 15 	 Dot 	 No 	 StimulusOn 	 66.476925 	 StimulusOff 	 66.980136 	 
Subject 	 1 	 InitialTime 	 556.343690 	 BlockNumber 	 4.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 66.980443 	 TrialNumber 	 1 	 TrialTime 	 69.987138 	 ImageNumber 	 3 	 Dot 	 No 	 StimulusOn 	 70.119946 	 StimulusOff 	 70.623053 	 
Subject 	 1 	 InitialTime 	 556.343690 	 BlockNumber 	 4.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 66.980443 	 TrialNumber 	 2 	 TrialTime 	 70.623505 	 ImageNumber 	 12 	 Dot 	 Yes 	 StimulusOn 	 70.739223 	 StimulusOff 	 71.242560 	 
Subject 	 1 	 InitialTime 	 556.343690 	 BlockNumber 	 4.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 66.980443 	 TrialNumber 	 3 	 TrialTime 	 71.242968 	 ImageNumber 	 10 	 Dot 	 No 	 StimulusOn 	 71.376329 	 StimulusOff 	 71.879484 	 
Subject 	 1 	 InitialTime 	 556.343690 	 BlockNumber 	 4.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 66.980443 	 TrialNumber 	 4 	 TrialTime 	 71.879828 	 ImageNumber 	 13 	 Dot 	 No 	 StimulusOn 	 72.001303 	 StimulusOff 	 72.504806 	 
Subject 	 1 	 InitialTime 	 556.343690 	 BlockNumber 	 4.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 66.980443 	 TrialNumber 	 5 	 TrialTime 	 72.505245 	 ImageNumber 	 15 	 Dot 	 No 	 StimulusOn 	 72.636488 	 StimulusOff 	 73.140192 	 
Subject 	 1 	 InitialTime 	 556.343690 	 BlockNumber 	 4.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 66.980443 	 TrialNumber 	 6 	 TrialTime 	 73.140616 	 ImageNumber 	 5 	 Dot 	 No 	 StimulusOn 	 73.290827 	 StimulusOff 	 73.793970 	 
Subject 	 1 	 InitialTime 	 556.343690 	 BlockNumber 	 4.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 66.980443 	 TrialNumber 	 7 	 TrialTime 	 73.794356 	 ImageNumber 	 1 	 Dot 	 No 	 StimulusOn 	 73.907115 	 StimulusOff 	 74.411197 	 
Subject 	 1 	 InitialTime 	 556.343690 	 BlockNumber 	 4.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 66.980443 	 TrialNumber 	 8 	 TrialTime 	 74.411592 	 ImageNumber 	 9 	 Dot 	 No 	 StimulusOn 	 74.556931 	 StimulusOff 	 75.060395 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.227281 	 TrialNumber 	 1 	 TrialTime 	 57.231270 	 ImageNumber 	 3 	 Dot 	 Yes 	 StimulusOn 	 57.376040 	 StimulusOff 	 57.892779 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.227281 	 TrialNumber 	 2 	 TrialTime 	 57.896478 	 ImageNumber 	 2 	 Dot 	 Yes 	 StimulusOn 	 57.959394 	 StimulusOff 	 58.476052 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.227281 	 TrialNumber 	 3 	 TrialTime 	 58.478079 	 ImageNumber 	 5 	 Dot 	 No 	 StimulusOn 	 58.526099 	 StimulusOff 	 59.042761 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.227281 	 TrialNumber 	 4 	 TrialTime 	 59.043957 	 ImageNumber 	 8 	 Dot 	 No 	 StimulusOn 	 59.109406 	 StimulusOff 	 59.626107 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.227281 	 TrialNumber 	 5 	 TrialTime 	 59.627178 	 ImageNumber 	 11 	 Dot 	 No 	 StimulusOn 	 59.692756 	 StimulusOff 	 60.209419 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.227281 	 TrialNumber 	 6 	 TrialTime 	 60.210619 	 ImageNumber 	 15 	 Dot 	 No 	 StimulusOn 	 60.259398 	 StimulusOff 	 60.776068 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.227281 	 TrialNumber 	 7 	 TrialTime 	 60.777143 	 ImageNumber 	 7 	 Dot 	 No 	 StimulusOn 	 60.826065 	 StimulusOff 	 61.342754 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.227281 	 TrialNumber 	 8 	 TrialTime 	 61.343898 	 ImageNumber 	 9 	 Dot 	 No 	 StimulusOn 	 61.392751 	 StimulusOff 	 61.909407 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.227281 	 TrialNumber 	 9 	 TrialTime 	 61.910445 	 ImageNumber 	 14 	 Dot 	 No 	 StimulusOn 	 61.959383 	 StimulusOff 	 62.476081 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.227281 	 TrialNumber 	 10 	 TrialTime 	 62.477119 	 ImageNumber 	 1 	 Dot 	 No 	 StimulusOn 	 62.526082 	 StimulusOff 	 63.042749 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.227281 	 TrialNumber 	 11 	 TrialTime 	 63.044332 	 ImageNumber 	 4 	 Dot 	 No 	 StimulusOn 	 63.092722 	 StimulusOff 	 63.609391 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.227281 	 TrialNumber 	 12 	 TrialTime 	 63.610549 	 ImageNumber 	 16 	 Dot 	 No 	 StimulusOn 	 63.659377 	 StimulusOff 	 64.176080 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.227281 	 TrialNumber 	 13 	 TrialTime 	 64.177180 	 ImageNumber 	 6 	 Dot 	 No 	 StimulusOn 	 64.226066 	 StimulusOff 	 64.742786 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.227281 	 TrialNumber 	 14 	 TrialTime 	 64.743912 	 ImageNumber 	 13 	 Dot 	 No 	 StimulusOn 	 64.792727 	 StimulusOff 	 65.309395 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.227281 	 TrialNumber 	 15 	 TrialTime 	 65.310466 	 ImageNumber 	 10 	 Dot 	 No 	 StimulusOn 	 65.359386 	 StimulusOff 	 65.876073 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.227281 	 TrialNumber 	 16 	 TrialTime 	 65.877104 	 ImageNumber 	 12 	 Dot 	 No 	 StimulusOn 	 65.926057 	 StimulusOff 	 66.442740 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.227281 	 TrialNumber 	 17 	 TrialTime 	 66.443886 	 ImageNumber 	 16 	 Dot 	 No 	 StimulusOn 	 66.476052 	 StimulusOff 	 66.992756 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.227281 	 TrialNumber 	 18 	 TrialTime 	 66.993784 	 ImageNumber 	 8 	 Dot 	 No 	 StimulusOn 	 67.026060 	 StimulusOff 	 67.542743 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.227281 	 TrialNumber 	 19 	 TrialTime 	 67.543845 	 ImageNumber 	 11 	 Dot 	 Yes 	 StimulusOn 	 67.576071 	 StimulusOff 	 68.092753 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.227281 	 TrialNumber 	 20 	 TrialTime 	 68.093678 	 ImageNumber 	 2 	 Dot 	 No 	 StimulusOn 	 68.126051 	 StimulusOff 	 68.642737 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.227281 	 TrialNumber 	 21 	 TrialTime 	 68.643922 	 ImageNumber 	 6 	 Dot 	 No 	 StimulusOn 	 68.676056 	 StimulusOff 	 69.192725 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.227281 	 TrialNumber 	 22 	 TrialTime 	 69.193904 	 ImageNumber 	 12 	 Dot 	 No 	 StimulusOn 	 69.226049 	 StimulusOff 	 69.742738 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.227281 	 TrialNumber 	 23 	 TrialTime 	 69.743773 	 ImageNumber 	 10 	 Dot 	 Yes 	 StimulusOn 	 69.776060 	 StimulusOff 	 70.292731 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.227281 	 TrialNumber 	 24 	 TrialTime 	 70.293823 	 ImageNumber 	 5 	 Dot 	 No 	 StimulusOn 	 70.326045 	 StimulusOff 	 70.842785 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.227281 	 TrialNumber 	 25 	 TrialTime 	 70.844237 	 ImageNumber 	 14 	 Dot 	 No 	 StimulusOn 	 70.876044 	 StimulusOff 	 71.392739 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.227281 	 TrialNumber 	 26 	 TrialTime 	 71.393838 	 ImageNumber 	 9 	 Dot 	 Yes 	 StimulusOn 	 71.426054 	 StimulusOff 	 71.942711 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.227281 	 TrialNumber 	 27 	 TrialTime 	 71.943730 	 ImageNumber 	 4 	 Dot 	 No 	 StimulusOn 	 71.976052 	 StimulusOff 	 72.492730 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.227281 	 TrialNumber 	 28 	 TrialTime 	 72.493812 	 ImageNumber 	 7 	 Dot 	 No 	 StimulusOn 	 72.526038 	 StimulusOff 	 73.042711 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.227281 	 TrialNumber 	 29 	 TrialTime 	 73.044333 	 ImageNumber 	 13 	 Dot 	 No 	 StimulusOn 	 73.076049 	 StimulusOff 	 73.592703 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 57.227281 	 TrialNumber 	 30 	 TrialTime 	 73.597435 	 ImageNumber 	 1 	 Dot 	 No 	 StimulusOn 	 73.626063 	 StimulusOff 	 74.142696 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 74.143729 	 TrialNumber 	 1 	 TrialTime 	 77.176483 	 ImageNumber 	 3 	 Dot 	 No 	 StimulusOn 	 77.226042 	 StimulusOff 	 77.742696 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 74.143729 	 TrialNumber 	 2 	 TrialTime 	 77.743803 	 ImageNumber 	 1 	 Dot 	 No 	 StimulusOn 	 77.792690 	 StimulusOff 	 78.309379 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 74.143729 	 TrialNumber 	 3 	 TrialTime 	 78.310322 	 ImageNumber 	 14 	 Dot 	 No 	 StimulusOn 	 78.359364 	 StimulusOff 	 78.876044 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 74.143729 	 TrialNumber 	 4 	 TrialTime 	 78.877573 	 ImageNumber 	 5 	 Dot 	 Yes 	 StimulusOn 	 78.942684 	 StimulusOff 	 79.459370 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 74.143729 	 TrialNumber 	 5 	 TrialTime 	 79.460440 	 ImageNumber 	 6 	 Dot 	 No 	 StimulusOn 	 79.509383 	 StimulusOff 	 80.026094 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 74.143729 	 TrialNumber 	 6 	 TrialTime 	 80.027191 	 ImageNumber 	 4 	 Dot 	 No 	 StimulusOn 	 80.076047 	 StimulusOff 	 80.592703 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 74.143729 	 TrialNumber 	 7 	 TrialTime 	 80.593761 	 ImageNumber 	 2 	 Dot 	 No 	 StimulusOn 	 80.642698 	 StimulusOff 	 81.159379 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 74.143729 	 TrialNumber 	 8 	 TrialTime 	 81.160972 	 ImageNumber 	 13 	 Dot 	 No 	 StimulusOn 	 81.209362 	 StimulusOff 	 81.726025 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 74.143729 	 TrialNumber 	 9 	 TrialTime 	 81.727141 	 ImageNumber 	 15 	 Dot 	 Yes 	 StimulusOn 	 81.792703 	 StimulusOff 	 82.309364 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 74.143729 	 TrialNumber 	 10 	 TrialTime 	 82.310553 	 ImageNumber 	 16 	 Dot 	 No 	 StimulusOn 	 82.376009 	 StimulusOff 	 82.892723 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 74.143729 	 TrialNumber 	 11 	 TrialTime 	 82.893851 	 ImageNumber 	 12 	 Dot 	 No 	 StimulusOn 	 82.942691 	 StimulusOff 	 83.459359 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 74.143729 	 TrialNumber 	 12 	 TrialTime 	 83.460713 	 ImageNumber 	 11 	 Dot 	 No 	 StimulusOn 	 83.509352 	 StimulusOff 	 84.026095 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 74.143729 	 TrialNumber 	 13 	 TrialTime 	 84.027337 	 ImageNumber 	 10 	 Dot 	 No 	 StimulusOn 	 84.075988 	 StimulusOff 	 84.592694 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 74.143729 	 TrialNumber 	 14 	 TrialTime 	 84.593870 	 ImageNumber 	 9 	 Dot 	 No 	 StimulusOn 	 84.642696 	 StimulusOff 	 85.159357 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 74.143729 	 TrialNumber 	 15 	 TrialTime 	 85.160423 	 ImageNumber 	 7 	 Dot 	 No 	 StimulusOn 	 85.209350 	 StimulusOff 	 85.726004 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 74.143729 	 TrialNumber 	 16 	 TrialTime 	 85.727094 	 ImageNumber 	 8 	 Dot 	 No 	 StimulusOn 	 85.776000 	 StimulusOff 	 86.292752 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 74.143729 	 TrialNumber 	 17 	 TrialTime 	 86.293805 	 ImageNumber 	 12 	 Dot 	 No 	 StimulusOn 	 86.326004 	 StimulusOff 	 86.842698 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 74.143729 	 TrialNumber 	 18 	 TrialTime 	 86.843825 	 ImageNumber 	 1 	 Dot 	 No 	 StimulusOn 	 86.875980 	 StimulusOff 	 87.392745 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 74.143729 	 TrialNumber 	 19 	 TrialTime 	 87.393820 	 ImageNumber 	 2 	 Dot 	 No 	 StimulusOn 	 87.425976 	 StimulusOff 	 87.942696 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 74.143729 	 TrialNumber 	 20 	 TrialTime 	 87.943955 	 ImageNumber 	 10 	 Dot 	 No 	 StimulusOn 	 87.975999 	 StimulusOff 	 88.492684 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 74.143729 	 TrialNumber 	 21 	 TrialTime 	 88.493762 	 ImageNumber 	 4 	 Dot 	 No 	 StimulusOn 	 88.525976 	 StimulusOff 	 89.042751 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 74.143729 	 TrialNumber 	 22 	 TrialTime 	 89.043999 	 ImageNumber 	 13 	 Dot 	 No 	 StimulusOn 	 89.075996 	 StimulusOff 	 89.592684 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 74.143729 	 TrialNumber 	 23 	 TrialTime 	 89.593680 	 ImageNumber 	 7 	 Dot 	 No 	 StimulusOn 	 89.625999 	 StimulusOff 	 90.142688 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 74.143729 	 TrialNumber 	 24 	 TrialTime 	 90.143890 	 ImageNumber 	 11 	 Dot 	 No 	 StimulusOn 	 90.176023 	 StimulusOff 	 90.692683 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 74.143729 	 TrialNumber 	 25 	 TrialTime 	 90.693741 	 ImageNumber 	 8 	 Dot 	 Yes 	 StimulusOn 	 90.726031 	 StimulusOff 	 91.242689 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 74.143729 	 TrialNumber 	 26 	 TrialTime 	 91.243895 	 ImageNumber 	 15 	 Dot 	 No 	 StimulusOn 	 91.276013 	 StimulusOff 	 91.792700 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 74.143729 	 TrialNumber 	 27 	 TrialTime 	 91.793964 	 ImageNumber 	 16 	 Dot 	 No 	 StimulusOn 	 91.826007 	 StimulusOff 	 92.342689 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 74.143729 	 TrialNumber 	 28 	 TrialTime 	 92.344899 	 ImageNumber 	 3 	 Dot 	 No 	 StimulusOn 	 92.392672 	 StimulusOff 	 92.909316 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 74.143729 	 TrialNumber 	 29 	 TrialTime 	 92.910562 	 ImageNumber 	 6 	 Dot 	 Yes 	 StimulusOn 	 92.942678 	 StimulusOff 	 93.459310 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 74.143729 	 TrialNumber 	 30 	 TrialTime 	 93.460686 	 ImageNumber 	 9 	 Dot 	 Yes 	 StimulusOn 	 93.492668 	 StimulusOff 	 94.009317 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 3.000000 	 BlockCondition 	 Colour 	 BlockTime 	 94.010419 	 TrialNumber 	 1 	 TrialTime 	 97.043097 	 ImageNumber 	 10 	 Dot 	 No 	 StimulusOn 	 97.092671 	 StimulusOff 	 97.609300 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 3.000000 	 BlockCondition 	 Colour 	 BlockTime 	 94.010419 	 TrialNumber 	 2 	 TrialTime 	 97.610295 	 ImageNumber 	 6 	 Dot 	 Yes 	 StimulusOn 	 97.642639 	 StimulusOff 	 98.159350 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 3.000000 	 BlockCondition 	 Colour 	 BlockTime 	 94.010419 	 TrialNumber 	 3 	 TrialTime 	 98.160409 	 ImageNumber 	 16 	 Dot 	 No 	 StimulusOn 	 98.209328 	 StimulusOff 	 98.726013 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 3.000000 	 BlockCondition 	 Colour 	 BlockTime 	 94.010419 	 TrialNumber 	 4 	 TrialTime 	 98.727767 	 ImageNumber 	 4 	 Dot 	 No 	 StimulusOn 	 98.775993 	 StimulusOff 	 99.292726 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 3.000000 	 BlockCondition 	 Colour 	 BlockTime 	 94.010419 	 TrialNumber 	 5 	 TrialTime 	 99.293827 	 ImageNumber 	 14 	 Dot 	 Yes 	 StimulusOn 	 99.325985 	 StimulusOff 	 99.842679 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 3.000000 	 BlockCondition 	 Colour 	 BlockTime 	 94.010419 	 TrialNumber 	 6 	 TrialTime 	 99.843819 	 ImageNumber 	 7 	 Dot 	 No 	 StimulusOn 	 99.892639 	 StimulusOff 	 100.409323 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 3.000000 	 BlockCondition 	 Colour 	 BlockTime 	 94.010419 	 TrialNumber 	 7 	 TrialTime 	 100.413329 	 ImageNumber 	 15 	 Dot 	 No 	 StimulusOn 	 100.459307 	 StimulusOff 	 100.975998 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 3.000000 	 BlockCondition 	 Colour 	 BlockTime 	 94.010419 	 TrialNumber 	 8 	 TrialTime 	 100.977649 	 ImageNumber 	 12 	 Dot 	 Yes 	 StimulusOn 	 101.025996 	 StimulusOff 	 101.542722 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 3.000000 	 BlockCondition 	 Colour 	 BlockTime 	 94.010419 	 TrialNumber 	 9 	 TrialTime 	 101.543760 	 ImageNumber 	 2 	 Dot 	 No 	 StimulusOn 	 101.575985 	 StimulusOff 	 102.092630 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 3.000000 	 BlockCondition 	 Colour 	 BlockTime 	 94.010419 	 TrialNumber 	 10 	 TrialTime 	 102.093800 	 ImageNumber 	 3 	 Dot 	 No 	 StimulusOn 	 102.125975 	 StimulusOff 	 102.642637 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 3.000000 	 BlockCondition 	 Colour 	 BlockTime 	 94.010419 	 TrialNumber 	 11 	 TrialTime 	 102.643696 	 ImageNumber 	 13 	 Dot 	 No 	 StimulusOn 	 102.675959 	 StimulusOff 	 103.192632 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 3.000000 	 BlockCondition 	 Colour 	 BlockTime 	 94.010419 	 TrialNumber 	 12 	 TrialTime 	 103.193618 	 ImageNumber 	 1 	 Dot 	 No 	 StimulusOn 	 103.242608 	 StimulusOff 	 103.759322 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 3.000000 	 BlockCondition 	 Colour 	 BlockTime 	 94.010419 	 TrialNumber 	 13 	 TrialTime 	 103.760449 	 ImageNumber 	 5 	 Dot 	 No 	 StimulusOn 	 103.809310 	 StimulusOff 	 104.325958 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 3.000000 	 BlockCondition 	 Colour 	 BlockTime 	 94.010419 	 TrialNumber 	 14 	 TrialTime 	 104.326899 	 ImageNumber 	 8 	 Dot 	 Yes 	 StimulusOn 	 104.359284 	 StimulusOff 	 104.875961 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 3.000000 	 BlockCondition 	 Colour 	 BlockTime 	 94.010419 	 TrialNumber 	 15 	 TrialTime 	 104.876882 	 ImageNumber 	 9 	 Dot 	 No 	 StimulusOn 	 104.909279 	 StimulusOff 	 105.425964 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 3.000000 	 BlockCondition 	 Colour 	 BlockTime 	 94.010419 	 TrialNumber 	 16 	 TrialTime 	 105.427019 	 ImageNumber 	 11 	 Dot 	 No 	 StimulusOn 	 105.459301 	 StimulusOff 	 105.975981 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 3.000000 	 BlockCondition 	 Colour 	 BlockTime 	 94.010419 	 TrialNumber 	 17 	 TrialTime 	 105.977049 	 ImageNumber 	 9 	 Dot 	 Yes 	 StimulusOn 	 106.009305 	 StimulusOff 	 106.525991 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 3.000000 	 BlockCondition 	 Colour 	 BlockTime 	 94.010419 	 TrialNumber 	 18 	 TrialTime 	 106.527029 	 ImageNumber 	 1 	 Dot 	 No 	 StimulusOn 	 106.559305 	 StimulusOff 	 107.075977 	 
