Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 1.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 4.037280 	 TrialNumber 	 1 	 TrialTime 	 4.039562 	 ImageNumber 	 2 	 Dot 	 No 	 StimulusOn 	 4.186313 	 StimulusOff 	 4.702974 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 7.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 118.608138 	 TrialNumber 	 9 	 TrialTime 	 126.037121 	 ImageNumber 	 14 	 Dot 	 No 	 StimulusOn 	 126.069089 	 StimulusOff 	 126.585765 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 7.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 118.608138 	 TrialNumber 	 10 	 TrialTime 	 126.586794 	 ImageNumber 	 12 	 Dot 	 No 	 StimulusOn 	 126.619103 	 StimulusOff 	 127.135766 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 7.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 118.608138 	 TrialNumber 	 11 	 TrialTime 	 127.136749 	 ImageNumber 	 15 	 Dot 	 No 	 StimulusOn 	 127.169096 	 StimulusOff 	 127.685769 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 7.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 118.608138 	 TrialNumber 	 12 	 TrialTime 	 127.686832 	 ImageNumber 	 7 	 Dot 	 No 	 StimulusOn 	 127.719095 	 StimulusOff 	 128.235766 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 7.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 118.608138 	 TrialNumber 	 13 	 TrialTime 	 128.236681 	 ImageNumber 	 1 	 Dot 	 No 	 StimulusOn 	 128.269089 	 StimulusOff 	 128.785756 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 7.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 118.608138 	 TrialNumber 	 14 	 TrialTime 	 128.786709 	 ImageNumber 	 3 	 Dot 	 Yes 	 StimulusOn 	 128.819144 	 StimulusOff 	 129.335753 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 7.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 118.608138 	 TrialNumber 	 15 	 TrialTime 	 129.336641 	 ImageNumber 	 16 	 Dot 	 No 	 StimulusOn 	 129.369087 	 StimulusOff 	 129.885829 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 7.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 118.608138 	 TrialNumber 	 16 	 TrialTime 	 129.886875 	 ImageNumber 	 9 	 Dot 	 No 	 StimulusOn 	 129.919083 	 StimulusOff 	 130.435767 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 7.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 118.608138 	 TrialNumber 	 17 	 TrialTime 	 130.438258 	 ImageNumber 	 6 	 Dot 	 No 	 StimulusOn 	 130.469087 	 StimulusOff 	 130.985760 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 7.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 118.608138 	 TrialNumber 	 18 	 TrialTime 	 130.987113 	 ImageNumber 	 4 	 Dot 	 Yes 	 StimulusOn 	 131.019074 	 StimulusOff 	 131.535739 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 7.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 118.608138 	 TrialNumber 	 19 	 TrialTime 	 131.536727 	 ImageNumber 	 12 	 Dot 	 No 	 StimulusOn 	 131.569058 	 StimulusOff 	 132.085749 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 7.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 118.608138 	 TrialNumber 	 20 	 TrialTime 	 132.087587 	 ImageNumber 	 3 	 Dot 	 No 	 StimulusOn 	 132.119102 	 StimulusOff 	 132.635744 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 7.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 118.608138 	 TrialNumber 	 21 	 TrialTime 	 132.639009 	 ImageNumber 	 11 	 Dot 	 No 	 StimulusOn 	 132.669067 	 StimulusOff 	 133.185723 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 7.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 118.608138 	 TrialNumber 	 22 	 TrialTime 	 133.186615 	 ImageNumber 	 5 	 Dot 	 Yes 	 StimulusOn 	 133.235719 	 StimulusOff 	 133.752405 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 7.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 118.608138 	 TrialNumber 	 23 	 TrialTime 	 133.753425 	 ImageNumber 	 8 	 Dot 	 Yes 	 StimulusOn 	 133.785737 	 StimulusOff 	 134.302397 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 7.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 118.608138 	 TrialNumber 	 24 	 TrialTime 	 134.303461 	 ImageNumber 	 13 	 Dot 	 No 	 StimulusOn 	 134.335703 	 StimulusOff 	 134.852378 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 7.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 118.608138 	 TrialNumber 	 25 	 TrialTime 	 134.854930 	 ImageNumber 	 1 	 Dot 	 No 	 StimulusOn 	 134.902393 	 StimulusOff 	 135.419060 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 7.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 118.608138 	 TrialNumber 	 26 	 TrialTime 	 135.420688 	 ImageNumber 	 2 	 Dot 	 No 	 StimulusOn 	 135.452391 	 StimulusOff 	 135.969073 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 7.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 118.608138 	 TrialNumber 	 27 	 TrialTime 	 135.970420 	 ImageNumber 	 15 	 Dot 	 No 	 StimulusOn 	 136.002396 	 StimulusOff 	 136.519062 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 7.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 118.608138 	 TrialNumber 	 28 	 TrialTime 	 136.520260 	 ImageNumber 	 10 	 Dot 	 No 	 StimulusOn 	 136.552385 	 StimulusOff 	 137.069056 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 7.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 118.608138 	 TrialNumber 	 29 	 TrialTime 	 137.070553 	 ImageNumber 	 9 	 Dot 	 No 	 StimulusOn 	 137.102381 	 StimulusOff 	 137.619048 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 7.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 118.608138 	 TrialNumber 	 30 	 TrialTime 	 137.620093 	 ImageNumber 	 16 	 Dot 	 Yes 	 StimulusOn 	 137.652387 	 StimulusOff 	 138.169055 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 8.000000 	 BlockCondition 	 Colour 	 BlockTime 	 138.183554 	 TrialNumber 	 1 	 TrialTime 	 141.202790 	 ImageNumber 	 1 	 Dot 	 No 	 StimulusOn 	 141.252379 	 StimulusOff 	 141.769015 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 8.000000 	 BlockCondition 	 Colour 	 BlockTime 	 138.183554 	 TrialNumber 	 2 	 TrialTime 	 141.770066 	 ImageNumber 	 15 	 Dot 	 No 	 StimulusOn 	 141.802369 	 StimulusOff 	 142.318996 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 8.000000 	 BlockCondition 	 Colour 	 BlockTime 	 138.183554 	 TrialNumber 	 3 	 TrialTime 	 142.319869 	 ImageNumber 	 5 	 Dot 	 No 	 StimulusOn 	 142.352358 	 StimulusOff 	 142.868990 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 8.000000 	 BlockCondition 	 Colour 	 BlockTime 	 138.183554 	 TrialNumber 	 4 	 TrialTime 	 142.869942 	 ImageNumber 	 12 	 Dot 	 No 	 StimulusOn 	 142.902353 	 StimulusOff 	 143.419001 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 8.000000 	 BlockCondition 	 Colour 	 BlockTime 	 138.183554 	 TrialNumber 	 5 	 TrialTime 	 143.420102 	 ImageNumber 	 14 	 Dot 	 No 	 StimulusOn 	 143.452369 	 StimulusOff 	 143.969058 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 8.000000 	 BlockCondition 	 Colour 	 BlockTime 	 138.183554 	 TrialNumber 	 6 	 TrialTime 	 143.970114 	 ImageNumber 	 11 	 Dot 	 No 	 StimulusOn 	 144.002350 	 StimulusOff 	 144.518992 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 8.000000 	 BlockCondition 	 Colour 	 BlockTime 	 138.183554 	 TrialNumber 	 7 	 TrialTime 	 144.520045 	 ImageNumber 	 10 	 Dot 	 No 	 StimulusOn 	 144.552362 	 StimulusOff 	 145.069000 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 8.000000 	 BlockCondition 	 Colour 	 BlockTime 	 138.183554 	 TrialNumber 	 8 	 TrialTime 	 145.070213 	 ImageNumber 	 16 	 Dot 	 Yes 	 StimulusOn 	 145.102346 	 StimulusOff 	 145.618989 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 8.000000 	 BlockCondition 	 Colour 	 BlockTime 	 138.183554 	 TrialNumber 	 9 	 TrialTime 	 145.619933 	 ImageNumber 	 7 	 Dot 	 No 	 StimulusOn 	 145.652357 	 StimulusOff 	 146.168984 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 8.000000 	 BlockCondition 	 Colour 	 BlockTime 	 138.183554 	 TrialNumber 	 10 	 TrialTime 	 146.169983 	 ImageNumber 	 3 	 Dot 	 Yes 	 StimulusOn 	 146.202351 	 StimulusOff 	 146.718982 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 8.000000 	 BlockCondition 	 Colour 	 BlockTime 	 138.183554 	 TrialNumber 	 11 	 TrialTime 	 146.722000 	 ImageNumber 	 2 	 Dot 	 No 	 StimulusOn 	 146.752340 	 StimulusOff 	 147.268989 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 8.000000 	 BlockCondition 	 Colour 	 BlockTime 	 138.183554 	 TrialNumber 	 12 	 TrialTime 	 147.269946 	 ImageNumber 	 6 	 Dot 	 No 	 StimulusOn 	 147.302354 	 StimulusOff 	 147.818993 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 8.000000 	 BlockCondition 	 Colour 	 BlockTime 	 138.183554 	 TrialNumber 	 13 	 TrialTime 	 147.820015 	 ImageNumber 	 9 	 Dot 	 No 	 StimulusOn 	 147.852337 	 StimulusOff 	 148.369017 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 8.000000 	 BlockCondition 	 Colour 	 BlockTime 	 138.183554 	 TrialNumber 	 14 	 TrialTime 	 148.370367 	 ImageNumber 	 4 	 Dot 	 No 	 StimulusOn 	 148.402319 	 StimulusOff 	 148.919006 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 8.000000 	 BlockCondition 	 Colour 	 BlockTime 	 138.183554 	 TrialNumber 	 15 	 TrialTime 	 148.920002 	 ImageNumber 	 8 	 Dot 	 Yes 	 StimulusOn 	 148.952313 	 StimulusOff 	 149.469010 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 8.000000 	 BlockCondition 	 Colour 	 BlockTime 	 138.183554 	 TrialNumber 	 16 	 TrialTime 	 149.470067 	 ImageNumber 	 13 	 Dot 	 No 	 StimulusOn 	 149.502327 	 StimulusOff 	 150.018994 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 8.000000 	 BlockCondition 	 Colour 	 BlockTime 	 138.183554 	 TrialNumber 	 17 	 TrialTime 	 150.020014 	 ImageNumber 	 4 	 Dot 	 No 	 StimulusOn 	 150.052308 	 StimulusOff 	 150.569001 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 8.000000 	 BlockCondition 	 Colour 	 BlockTime 	 138.183554 	 TrialNumber 	 18 	 TrialTime 	 150.569977 	 ImageNumber 	 15 	 Dot 	 No 	 StimulusOn 	 150.602300 	 StimulusOff 	 151.118987 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 8.000000 	 BlockCondition 	 Colour 	 BlockTime 	 138.183554 	 TrialNumber 	 19 	 TrialTime 	 151.119919 	 ImageNumber 	 10 	 Dot 	 No 	 StimulusOn 	 151.152303 	 StimulusOff 	 151.668974 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 8.000000 	 BlockCondition 	 Colour 	 BlockTime 	 138.183554 	 TrialNumber 	 20 	 TrialTime 	 151.671928 	 ImageNumber 	 9 	 Dot 	 Yes 	 StimulusOn 	 151.702285 	 StimulusOff 	 152.218977 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 8.000000 	 BlockCondition 	 Colour 	 BlockTime 	 138.183554 	 TrialNumber 	 21 	 TrialTime 	 152.219961 	 ImageNumber 	 7 	 Dot 	 No 	 StimulusOn 	 152.252280 	 StimulusOff 	 152.768990 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 8.000000 	 BlockCondition 	 Colour 	 BlockTime 	 138.183554 	 TrialNumber 	 22 	 TrialTime 	 152.769901 	 ImageNumber 	 16 	 Dot 	 No 	 StimulusOn 	 152.802279 	 StimulusOff 	 153.318959 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 8.000000 	 BlockCondition 	 Colour 	 BlockTime 	 138.183554 	 TrialNumber 	 23 	 TrialTime 	 153.319891 	 ImageNumber 	 5 	 Dot 	 No 	 StimulusOn 	 153.352292 	 StimulusOff 	 153.869046 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 8.000000 	 BlockCondition 	 Colour 	 BlockTime 	 138.183554 	 TrialNumber 	 24 	 TrialTime 	 153.869937 	 ImageNumber 	 11 	 Dot 	 No 	 StimulusOn 	 153.902290 	 StimulusOff 	 154.418954 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 8.000000 	 BlockCondition 	 Colour 	 BlockTime 	 138.183554 	 TrialNumber 	 25 	 TrialTime 	 154.420004 	 ImageNumber 	 8 	 Dot 	 No 	 StimulusOn 	 154.452291 	 StimulusOff 	 154.968977 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 8.000000 	 BlockCondition 	 Colour 	 BlockTime 	 138.183554 	 TrialNumber 	 26 	 TrialTime 	 154.970326 	 ImageNumber 	 3 	 Dot 	 No 	 StimulusOn 	 155.002301 	 StimulusOff 	 155.518978 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 8.000000 	 BlockCondition 	 Colour 	 BlockTime 	 138.183554 	 TrialNumber 	 27 	 TrialTime 	 155.519932 	 ImageNumber 	 2 	 Dot 	 No 	 StimulusOn 	 155.552285 	 StimulusOff 	 156.068957 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 8.000000 	 BlockCondition 	 Colour 	 BlockTime 	 138.183554 	 TrialNumber 	 28 	 TrialTime 	 156.070099 	 ImageNumber 	 1 	 Dot 	 Yes 	 StimulusOn 	 156.102284 	 StimulusOff 	 156.618974 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 8.000000 	 BlockCondition 	 Colour 	 BlockTime 	 138.183554 	 TrialNumber 	 29 	 TrialTime 	 156.620625 	 ImageNumber 	 12 	 Dot 	 No 	 StimulusOn 	 156.652281 	 StimulusOff 	 157.168958 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 8.000000 	 BlockCondition 	 Colour 	 BlockTime 	 138.183554 	 TrialNumber 	 30 	 TrialTime 	 157.169956 	 ImageNumber 	 14 	 Dot 	 No 	 StimulusOn 	 157.202303 	 StimulusOff 	 157.718956 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 9.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 157.733109 	 TrialNumber 	 1 	 TrialTime 	 160.752714 	 ImageNumber 	 16 	 Dot 	 No 	 StimulusOn 	 160.785633 	 StimulusOff 	 161.302268 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 9.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 157.733109 	 TrialNumber 	 2 	 TrialTime 	 161.303370 	 ImageNumber 	 8 	 Dot 	 No 	 StimulusOn 	 161.335574 	 StimulusOff 	 161.852268 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 9.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 157.733109 	 TrialNumber 	 3 	 TrialTime 	 161.853349 	 ImageNumber 	 7 	 Dot 	 No 	 StimulusOn 	 161.885569 	 StimulusOff 	 162.402263 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 9.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 157.733109 	 TrialNumber 	 4 	 TrialTime 	 162.403310 	 ImageNumber 	 11 	 Dot 	 No 	 StimulusOn 	 162.435600 	 StimulusOff 	 162.952268 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 9.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 157.733109 	 TrialNumber 	 5 	 TrialTime 	 162.953210 	 ImageNumber 	 6 	 Dot 	 No 	 StimulusOn 	 162.985586 	 StimulusOff 	 163.502272 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 9.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 157.733109 	 TrialNumber 	 6 	 TrialTime 	 163.503262 	 ImageNumber 	 2 	 Dot 	 Yes 	 StimulusOn 	 163.535595 	 StimulusOff 	 164.052260 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 9.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 157.733109 	 TrialNumber 	 7 	 TrialTime 	 164.053144 	 ImageNumber 	 4 	 Dot 	 No 	 StimulusOn 	 164.085602 	 StimulusOff 	 164.602236 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 9.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 157.733109 	 TrialNumber 	 8 	 TrialTime 	 164.603213 	 ImageNumber 	 1 	 Dot 	 Yes 	 StimulusOn 	 164.635598 	 StimulusOff 	 165.152268 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 9.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 157.733109 	 TrialNumber 	 9 	 TrialTime 	 165.153306 	 ImageNumber 	 5 	 Dot 	 No 	 StimulusOn 	 165.185591 	 StimulusOff 	 165.702263 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 9.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 157.733109 	 TrialNumber 	 10 	 TrialTime 	 165.703241 	 ImageNumber 	 14 	 Dot 	 No 	 StimulusOn 	 165.735597 	 StimulusOff 	 166.252252 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 9.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 157.733109 	 TrialNumber 	 11 	 TrialTime 	 166.253107 	 ImageNumber 	 13 	 Dot 	 No 	 StimulusOn 	 166.285586 	 StimulusOff 	 166.802254 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 9.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 157.733109 	 TrialNumber 	 12 	 TrialTime 	 166.803460 	 ImageNumber 	 10 	 Dot 	 Yes 	 StimulusOn 	 166.835593 	 StimulusOff 	 167.352240 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 9.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 157.733109 	 TrialNumber 	 13 	 TrialTime 	 167.353411 	 ImageNumber 	 9 	 Dot 	 No 	 StimulusOn 	 167.385583 	 StimulusOff 	 167.902243 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 9.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 157.733109 	 TrialNumber 	 14 	 TrialTime 	 167.903199 	 ImageNumber 	 12 	 Dot 	 No 	 StimulusOn 	 167.935591 	 StimulusOff 	 168.452236 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 9.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 157.733109 	 TrialNumber 	 15 	 TrialTime 	 168.453289 	 ImageNumber 	 3 	 Dot 	 Yes 	 StimulusOn 	 168.485593 	 StimulusOff 	 169.002236 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 9.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 157.733109 	 TrialNumber 	 16 	 TrialTime 	 169.003205 	 ImageNumber 	 15 	 Dot 	 No 	 StimulusOn 	 169.035579 	 StimulusOff 	 169.552235 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 9.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 157.733109 	 TrialNumber 	 17 	 TrialTime 	 169.553207 	 ImageNumber 	 6 	 Dot 	 No 	 StimulusOn 	 169.585593 	 StimulusOff 	 170.102233 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 9.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 157.733109 	 TrialNumber 	 18 	 TrialTime 	 170.103099 	 ImageNumber 	 4 	 Dot 	 No 	 StimulusOn 	 170.135580 	 StimulusOff 	 170.652215 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 9.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 157.733109 	 TrialNumber 	 19 	 TrialTime 	 170.653398 	 ImageNumber 	 14 	 Dot 	 Yes 	 StimulusOn 	 170.685554 	 StimulusOff 	 171.202241 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 9.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 157.733109 	 TrialNumber 	 20 	 TrialTime 	 171.203241 	 ImageNumber 	 11 	 Dot 	 No 	 StimulusOn 	 171.235606 	 StimulusOff 	 171.752221 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 9.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 157.733109 	 TrialNumber 	 21 	 TrialTime 	 171.753198 	 ImageNumber 	 16 	 Dot 	 No 	 StimulusOn 	 171.785547 	 StimulusOff 	 172.302208 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 9.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 157.733109 	 TrialNumber 	 22 	 TrialTime 	 172.303065 	 ImageNumber 	 15 	 Dot 	 No 	 StimulusOn 	 172.335561 	 StimulusOff 	 172.852192 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 9.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 157.733109 	 TrialNumber 	 23 	 TrialTime 	 172.853136 	 ImageNumber 	 13 	 Dot 	 No 	 StimulusOn 	 172.885573 	 StimulusOff 	 173.402197 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 9.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 157.733109 	 TrialNumber 	 24 	 TrialTime 	 173.403094 	 ImageNumber 	 1 	 Dot 	 No 	 StimulusOn 	 173.435562 	 StimulusOff 	 173.952214 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 9.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 157.733109 	 TrialNumber 	 25 	 TrialTime 	 173.953258 	 ImageNumber 	 9 	 Dot 	 No 	 StimulusOn 	 173.985579 	 StimulusOff 	 174.502194 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 9.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 157.733109 	 TrialNumber 	 26 	 TrialTime 	 174.504306 	 ImageNumber 	 2 	 Dot 	 No 	 StimulusOn 	 174.535544 	 StimulusOff 	 175.052196 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 9.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 157.733109 	 TrialNumber 	 27 	 TrialTime 	 175.053391 	 ImageNumber 	 7 	 Dot 	 No 	 StimulusOn 	 175.085559 	 StimulusOff 	 175.602177 	 ButtonPressed 	 0.000000 	 
